pname,society,price_outer,price_per_sqft,possesion,description,Area,Configuration,Price,Address,Total Floors,Facing,Property Age,furnishing,features,ratings,Overlooking,Possession in
"8 Bedroom House for sale in B sector shahpura, Bhopal",shahpura,₹2.1 Cr,"₹8,750 /sqft",Ready To Move,Premium 8bhk triplex for sale Perfect for residential use | high rental income,"Plot area 2400
(222.97 sq.m.)
Built Up area: 5000 sq.ft. (464.52 sq.m.)  
sq.ft.","8 Bedrooms , 6 Bathrooms, 2 Balconies with Study Room,Pooja Room,Others","₹ 2.1 Crore
@ 8,750 per sq.ft. (All inclusive) View Price Details","shahpura
B sector shahpura, Bhopal",3 Floors,South,10+ Year Old,[],"['Park', 'Visitor Parking']",[],"Others,Main Road,Park/Garden",
"2 Bedroom House for sale in Mandideep, Bhopal","Mandideep, Bhopal",₹35 Lac,"₹3,932 /sqft",Ready To Move,Only interested call watsapp details,"Plot area 890
(82.68 sq.m.)
Built Up area: 1382 sq.ft. (128.39 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 1 Balcony","₹ 35 Lac
@ 3,932 per sq.ft. (All inclusive) View Price Details","Mandideep, Bhopal",2 Floors,,1 to 5 Year Old,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,
"3 Bedroom House for sale in Arera Colony, Bhopal",AG8 Aakriti Flamingo 3,₹1.27 Cr,"₹12,700 /sqft",Ready To Move,"For sale 3 bhk duplex east facing in flamingo aakrit eco city bawadia kalan Price - 1,27,00,000/- Crore (Rajat)","Plot area 1000
(92.9 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 2 Balconies","₹ 1.27 Crore
@ 12,700 per sq.ft. View Price Details","AG8 Aakriti Flamingo 3
Arera Colony, Bhopal",1 Floors,East,1 to 5 Year Old,"['3 Wardrobe', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Water Storage', 'Park', 'Visitor Parking']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",Park/Garden,
"5 Bedroom House for sale in Panchwati Colony, Bhopal","Panchwati Colony, Bhopal",₹1.15 Cr,"₹8,214 /sqft",Ready To Move,"Are you planning to buy your dream home? You can consider this well-Built 5 bhk house for sale in panchwati colony, bhopal and make it your new address. This house occupies a super built up area of 1400 sq.Ft. And contains 5 bedrooms, 4 bathrooms and 2 balconies. There is 1 covered & 1 open parking available with this house. This is a ready to move house, which is 1-5 years old. The ownership right of this property is freehold. The price of this spacious independent house is 1.15 crore. All the modern amenities such as visitor parking and maintenance staff will make life easier for you. An uninterrupted supply of clean water provides a hassle-Free experience for the residents. The residential house is east-Facing. The floor of this independent house is beautifully designed using concrete flooring, giving it an alluring look.","Plot area 1400
(130.06 sq.m.)  
sq.ft.","5 Bedrooms , 4 Bathrooms, 2 Balconies with Study Room","₹ 1.15 Crore
@ 8,214 per sq.ft. (Negotiable) View Price Details","Panchwati Colony, Bhopal",2 Floors,East,1 to 5 Year Old,"['1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Maintenance Staff', 'Water Storage', 'Visitor Parking']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",Park/Garden,
"4 Bedroom House for sale in Shahpura, Bhopal",Shubhalay Pride,₹1.15 Cr,"₹9,829 /sqft",Ready To Move,"Duplex for sale at prime location of bawadiya kalan in front of aura mall in a covered campus. This property is very close to main road and is best suited for residential purpose as the society has 3 gardens for children's and has all modern amenities like hospital, school nearby. For more details contact komal.","Plot area 1170
(108.7 sq.m.)  
sq.ft.","4 Bedrooms , 3 Bathrooms, 2 Balconies with Study Room","₹ 1.15 Crore
@ 9,829 per sq.ft. (All inclusive)","Shubhalay Pride
Shahpura, Bhopal",2 Floors,East,5 to 10 Year Old,[],"['Feng Shui / Vaastu Compliant', 'Visitor Parking', 'Rain Water Harvesting']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",Main Road,
"10 Bedroom House for sale in Patel Nagar, Bhopal",IBD Raisina,₹1.28 Cr,"₹7,111 /sqft",Ready To Move,"For sale: 10bhk duplex in patel nagar, ibd raisena","Plot area 1800
(167.23 sq.m.)  
sq.ft.","10 Bedrooms , 6 Bathrooms, 3 Balconies with Servant Room","₹ 1.28 Crore
@ 7,111 per sq.ft. (Negotiable) View Price Details","IBD Raisina
Patel Nagar, Bhopal",2 Floors,West,5 to 10 Year Old    View Construction Status,[],"['Maintenance Staff', 'Water Storage', 'Park']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]","Park/Garden,Club",
"5 Bedroom House for sale in Ayodhya Nagar, Bhopal","Ayodhya Nagar, Bhopal",₹96 Lac,"₹5,333 /sqft",Ready To Move,"This property good spacious to park four wheeler+ 3-4 two wheelers at a time.Well covered by boundary wall,and high gate. Infront of this well wide road around 30 ' .This property has been renovated by replacing old mozik floors by vitrified tiles.Property is well maintained in status. Colony is having very good gentry. It is very near to well known convent school which named st.Thomas sr.Secondary convent school. Coloney has well connectivity to isbt, rani kamalapati railway station & main railway station,bhopal.At the same time bhopal airport is only 25 minutes away from property. There is availability of plenty of fresh vegetables shops..And weekly very big vegetable & fruit market which is visited by other surrounding localities. So it is very good from every corner.","Plot area 1500
(139.35 sq.m.)
Built Up area: 2590 sq.ft. (240.62 sq.m.)  
sq.ft.","5 Bedrooms , 3 Bathrooms, 1 Balcony with Pooja Room","₹ 96 Lac+ Govt Charges & Tax
@ 5,333 per sq.ft. (Negotiable)","Ayodhya Nagar, Bhopal",1 Floors,North-East,10+ Year Old,"['2 Bed', '1 Water Purifier', '1 Fan', '1 Sofa', '1 Exhaust Fan', '1 Microwave', '1 Light', '1 TV', '1 Curtains', 'No AC', 'No Chimney', 'No Dining Table', 'No Geyser', 'No Modular Kitchen', 'No Fridge', 'No Stove', 'No Wardrobe', 'No Washing Machine']","['Private Garden / Terrace', 'Water Storage', 'Park', 'Visitor Parking']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,
"3 Bedroom House for sale in Khajuri Kalan , Bhopal",Essarjee Sampada,₹64.06 Lac,"₹5,125 /sqft",Ready To Move,"On the lookout for a spacious house in bhopal? Go for this 3 bhk house for sale in khajuri kalan, a well-Connected locality within bhopal. This house occupies a built up area of 1250 sq.Ft. And contains 3 bedrooms, 2 bathrooms . This 0-1 year old property is available for immediate possession as the house is ready to move. It is a freehold property. The property is available for sale at a competitive price of 64.06 lac.","Built Up area: 1250
(116.13 sq.m.)  
sq.ft.","3 Bedrooms , 2 Bathrooms, No Balcony","₹ 64.06 Lac
@ 5,125 per sq.ft.","Essarjee Sampada
Khajuri Kalan , Bhopal",1 Floors,,,"['1 Wardrobe', '1 Fan', '1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,undefined    View Construction Status
"4 Bedroom House for sale in Danish Nagar, Bhopal",Sterling Castles,₹1 Cr,"₹9,090 /sqft",Ready To Move,"Planning to buy an individual house in bhopal. Then you should definitely check out this 4 bhk house for sale in danish nagar, a well-Planned and well-Connected locality in bhopal. Constructed on a super built up area of 1100 sq.Ft., this house comprises 4 bedrooms, 4 bathrooms and 2 balconies. There is 1 covered & 1 open parking available with this house. As the property is already ready to move, so you can easily move into this 5-10 years old house. This house is owned under freehold contract. The property is available for sale at a competitive price of 1 crore. The house will offer a modern lifestyle as it is presented with many of the amenities such as visitor parking and park. This independent house is well equipped to meet all your water needs through access to municipal corporation and borewell/tank supply. This property faces the north direction.","Plot area 1100
(102.19 sq.m.)  
sq.ft.","4 Bedrooms , 4 Bathrooms, 2 Balconies","₹ 1 Crore
@ 9,090 per sq.ft. (Negotiable) View Price Details","Sterling Castles
Danish Nagar, Bhopal",2 Floors,North,5 to 10 Year Old,[],"['Water Storage', 'Park', 'Visitor Parking']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]","Park/Garden,Club",
"4 Bedroom House for sale in Sonagiri, Bhopal","Sonagiri, Bhopal",₹85 Lac,"₹8,500 /sqft",Ready To Move,Independent duplex Near to metro station Railway station Schools/college Temples Hospital Market place Stairs from outside for seperate area.,"Plot area 1000
(92.9 sq.m.)  
sq.ft.","4 Bedrooms , 4 Bathrooms, 1 Balcony with Pooja Room","₹ 85 Lac
@ 8,500 per sq.ft. (Negotiable)","Sonagiri, Bhopal",2 Floors,East,1 to 5 Year Old,"['1 Exhaust Fan', '1 Washing Machine', '15 Light', '1 Modular Kitchen', '1 Curtains', 'No AC', 'No Bed', 'No Chimney', 'No Dining Table', 'No Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Water Purifier']",['Water Storage'],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,
"9 Bedroom House for sale in Saket Nagar, Bhopal","Saket Nagar, Bhopal",₹1.49 Cr,"₹12,416 /sqft",Ready To Move,"This 9 bhk house for sale in saket nagar is an ideal abode for a family. Even better, it is situated in one of the prominent localities of bhopal. Containing 9 bedrooms, 8 bathrooms and 3 balconies, this independent house is spread over a super built up area of 1200 sq.Ft. This 9 bhk house comes attached with 1 covered and 1 open parking for your vehicle(s). As the property is already ready to move, so you can easily move into this 1-5 years old house. This house is owned under freehold contract. The price of this spacious independent house is 1.49 crore. An uninterrupted supply of clean water provides a hassle-Free experience for the residents. The residential house is north-Facing. The floor of this independent house is beautifully designed using marble flooring, giving it an alluring look.","Plot area 1200
(111.48 sq.m.)  
sq.ft.","9 Bedrooms , 8 Bathrooms, 3 Balconies","₹ 1.49 Crore
@ 12,416 per sq.ft. (Negotiable) View Price Details","Saket Nagar, Bhopal",3 Floors,North,1 to 5 Year Old,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,
"4 Bedroom House for sale in Laxmi Nagar, Bhopal","Laxmi Nagar, Bhopal",₹80 Lac,"₹8,000 /sqft",Ready To Move,"1st floor...1 hall ,2 bed room with attached washroom,1 kitchen 2 floor .....1 hall 2 bedroom with attached washroom,1 kitchen 2 families separately can live","Plot area 1000
(92.9 sq.m.)  
sq.ft.","4 Bedrooms , 4 Bathrooms, 1 Balcony","₹ 80 Lac
@ 8,000 per sq.ft. (Negotiable)","Laxmi Nagar, Bhopal",2 Floors,,5 to 10 Year Old,[],[],[],,
"4 Bedroom House for sale in Bawadia Kalan, Bhopal",Berry Surendra Enclave,₹1.1 Cr,"₹8,943 /sqft",Ready To Move,"Looking to buy an independent house in bhopal? Do check out this 4 bhk house in bawadia kalan, which is an ideal choice for a family. The floor plan additionally contains 4 bedrooms, 4 bathrooms and 2 balconies. All in all, the independent house is spread over a super built up area of 1230 sq.Ft. The houses comes with dedicated 1 covered and 1 open parking space(s) where you can easily park your vehicle(s). This is a ready to move house, which is 5-10 years old. The ownership right of this property is freehold. The property is available for sale at a competitive price of 1.1 crore. Many of the modern amenities being offered, like maintenance staff, park and visitor parking, will provide a pleasant living experience for you. The house provides a continuous supply of water for its residents. This is a south-East-Facing property. The house comes well built with marble flooring options.","Plot area 1230
(114.27 sq.m.)
Built Up area: 2200 sq.ft. (204.39 sq.m.)  
sq.ft.","4 Bedrooms , 4 Bathrooms, 2 Balconies","₹ 1.1 Crore
@ 8,943 per sq.ft. (Negotiable) View Price Details","Berry Surendra Enclave
Bawadia Kalan, Bhopal",2 Floors,South-East,5 to 10 Year Old,[],"['Private Garden / Terrace', 'Maintenance Staff', 'Park', 'Visitor Parking']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]","Park/Garden,Club",
"3 Bedroom House for sale in Katara Hills, Bhopal",Signature 360,₹80 Lac,"₹8,000 /sqft",Ready To Move,"Are you planning to buy your dream home? You can consider this well-Built 3 bhk house for sale in katara hills, bhopal and make it your new address. This house occupies a super built up area of 1000 sq.Ft. And contains 3 bedrooms, 3 bathrooms and 1 balcony. There is 1 covered & 1 open parking available with this house. This 5-10 years old property is available for immediate possession as the house is ready to move. It is a freehold property. The property is available for sale at a competitive price of 80 lac. Municipal corporation and borewell/tank provides a regular supply of water to this residential house. The residential house is east-Facing. The floor of this independent house is beautifully designed using marble flooring, giving it an alluring look.","Plot area 1000
(92.9 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 1 Balcony","₹ 80 Lac
@ 8,000 per sq.ft. (Negotiable) View Price Details","Signature 360
Katara Hills, Bhopal",2 Floors,East,5 to 10 Year Old,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",Park/Garden,
"4 Bedroom House for sale in Rajat Bihar Colony, Bhopal","Rajat Bihar Colony, Bhopal",₹1.45 Cr,"₹12,083 /sqft",Ready To Move,"On the lookout for a spacious house in bhopal? Go for this 4 bhk house for sale in rajat bihar colony, a well-Connected locality within bhopal. This house occupies a super built up area of 1200 sq.Ft. And contains 4 bedrooms, 4 bathrooms and 2 balconies. This 4 bhk house comes attached with 2 covered and 1 open parking for your vehicle(s). As the property is already ready to move, so you can easily move into this 10+ years old house. This house is owned under freehold contract. This spacious house can be all yours at an attractive price of 1.45 crore. The house provides continuous water supply from municipal corporation and borewell/tank. This is a south-Facing property. The house comes well built with marble flooring options.","Plot area 1200
(111.48 sq.m.)  
sq.ft.","4 Bedrooms , 4 Bathrooms, 2 Balconies","₹ 1.45 Crore
@ 12,083 per sq.ft. (Negotiable) View Price Details","Rajat Bihar Colony, Bhopal",,South,10+ Year Old,[],[],[],Main Road,
"4 Bedroom House for sale in Hoshangabad Road, Bhopal",Nirupam Royal Palms,₹90 Lac,"₹7,200 /sqft",Ready To Move,"Planning to buy an individual house in bhopal. Then you should definitely check out this 4 bhk house for sale in hoshangabad road, a well-Planned and well-Connected locality in bhopal. The floor plan additionally contains 4 bedrooms, 4 bathrooms and 2 balconies. All in all, the independent house is spread over a super built up area of 1250 sq.Ft. This 4 bhk house comes attached with 1 covered and 1 open parking for your vehicle(s). This is a ready to move house, which is 5-10 years old. The ownership right of this property is freehold. This independent house is available at an attractive price of 90 lac. You enjoy a 24*7 water supply in your house. This independent house is facing the west direction. The beautifully designed marble flooring enhances the beauty of this independent house.","Plot area 1250
(116.13 sq.m.)  
sq.ft.","4 Bedrooms , 4 Bathrooms, 2 Balconies","₹ 90 Lac
@ 7,200 per sq.ft. (Negotiable) View Price Details","Nirupam Royal Palms
Hoshangabad Road, Bhopal",2 Floors,West,5 to 10 Year Old,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]","Park/Garden,Club",
"4 Bedroom House for sale in Habib Ganj, Bhopal",Nikhil Banglow,₹87 Lac,"₹7,909 /sqft",Ready To Move,"Wishing to settle down in an individual house with your family? This well-Built and spacious 4 bhk house for sale in habib ganj, bhopal seems to be an ideal choice for a peaceful abode for a family. The floor plan additionally contains 4 bedrooms, 3 bathrooms and 2 balconies. All in all, the independent house is spread over a super built up area of 1100 sq.Ft. The houses comes with dedicated 1 covered and 1 open parking space(s) where you can easily park your vehicle(s). This is a ready to move house, which is 5-10 years old. The ownership right of this property is freehold. The property is available for sale at a competitive price of 87 lac. The housing society ensures a continuous supply of water to your house from borewell/tank and municipal corporation. This residential house is north-Facing direction. The well built marble flooring enhances the aesthetic appeal of this independent house. The marble flooring of this independent house is beautifully designed and helps to give it a pleasing look.","Plot area 1100
(102.19 sq.m.)  
sq.ft.","4 Bedrooms , 3 Bathrooms, 2 Balconies","₹ 87 Lac
@ 7,909 per sq.ft. (Negotiable) View Price Details","Nikhil Banglow
Habib Ganj, Bhopal",2 Floors,North,5 to 10 Year Old,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,
"4 Bedroom House for sale in Ruchi Lifescape, Bhopal","Ruchi Lifescape, Bhopal",₹1.08 Cr,"₹5,966 /sqft",Ready To Move,"Wishing to settle down in an individual house with your family? This well-Built and spacious 4 bhk house for sale in ruchi lifescape, bhopal seems to be an ideal choice for a peaceful abode for a family. The house has over super built up area of 1810 sq.Ft. And comes with 4 bedrooms, 4 bathrooms and 3 balconies. The houses comes with dedicated 1 covered and 1 open parking space(s) where you can easily park your vehicle(s). Being a ready to move house, you can expect immediate possession of this 5-10 years old property. The nature of ownership of this independent house is freehold. By paying just 1.08 crore, you can become the proud owner of this independent house. This independent house has access to clean 24*7 supply of water for its residents. This residential house is east-Facing direction. The well built marble flooring enhances the aesthetic appeal of this independent house. The marble flooring of this independent house is beautifully designed and helps to give it a pleasing look.","Plot area 1810
(168.15 sq.m.)  
sq.ft.","4 Bedrooms , 4 Bathrooms, 3 Balconies","₹ 1.08 Crore
@ 5,966 per sq.ft. (Negotiable) View Price Details",", Bhopal",2 Floors,East,5 to 10 Year Old,[],[],[],Park/Garden,
"5 Bedroom House for sale in Danish Nagar, Bhopal",Hoshanganad Road,₹1.1 Cr,"₹7,333 /sqft",Ready To Move,"Premium 5bhk duplex ready to move Danish nagar, hoshangabad road, bhopal","Plot area 1500
(139.35 sq.m.)
Built Up area: 2200 sq.ft. (204.39 sq.m.)
Carpet area: 1800 sq.ft. (167.23 sq.m.)  
sq.ft.","5 Bedrooms , 4 Bathrooms, 2 Balconies with Study Room,Pooja Room,Others","₹ 1.1 Crore
@ 7,333 per sq.ft. (All inclusive, Negotiable) View Price Details","Hoshanganad Road
Danish Nagar, Bhopal",2 Floors,North,10+ Year Old,[],"['Private Garden / Terrace', 'Water Storage', 'Park', 'Visitor Parking']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]","Park/Garden,Main Road,Others",
"3 Bedroom House for sale in Hoshangabad Road, Bhopal",Ritu 11th Mile Garden City,₹47 Lac,"₹6,266 /sqft",Ready To Move,"Hoshangabad road is one of bhopal's most sought after destination for residential houses and this 3 bhk house in hoshangabad road is your opportunity to be a part of this community. The floor plan additionally contains 3 bedrooms, 3 bathrooms and 1 balcony. All in all, the independent house is spread over a super built up area of 750 sq.Ft. The houses comes with dedicated 1 covered and 1 open parking space(s) where you can easily park your vehicle(s). This is a ready to move house, which is 0-1 year old. The ownership right of this property is freehold. The price of this spacious independent house is 47 lac. The residents of this house enjoy a 24*7 access to clean water. This property faces the east direction.","Plot area 750
(69.68 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 1 Balcony","₹ 47 Lac
@ 6,266 per sq.ft. (Negotiable) View Price Details","Ritu 11th Mile Garden City
Hoshangabad Road, Bhopal",2 Floors,East,0 to 1 Year Old,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]","Club,Park/Garden",
"3 Bedroom House for sale in Bagli, Bhopal",Macker Regalia,₹49 Lac,"₹6,125 /sqft",Ready To Move,"This 3 bhk house for sale in bagli, a well planned locality in bhopal, is ideal for a family that is looking for complete peace of mind. Constructed on a super built up area of 800 sq.Ft., this house comprises 3 bedrooms, 3 bathrooms and 1 balcony. The houses comes with dedicated 1 covered and 1 open parking space(s) where you can easily park your vehicle(s). Another added advantage of this 0-1 year old house is that it is available for immediate possession. The type of ownership of this property is freehold. By paying just 49 lac, you can become the proud owner of this independent house. This independent house has access to clean 24*7 supply of water for its residents. This residential house is east-Facing direction. The well built ceramic flooring enhances the aesthetic appeal of this independent house. The ceramic flooring of this independent house is beautifully designed and helps to give it a pleasing look.","Plot area 800
(74.32 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 1 Balcony","₹ 49 Lac
@ 6,125 per sq.ft. (Negotiable) View Price Details","Macker Regalia
Bagli, Bhopal",2 Floors,East,0 to 1 Year Old,[],[],[],"Park/Garden,Club,Main Road",
"4 Bedroom House for sale in Kolar Road, Bhopal","Kolar Road, Bhopal",₹80 Lac,"₹5,333 /sqft",Ready To Move,"Kolar road is one of bhopal's most sought after destination for residential houses and this 4 bhk house in kolar road is your opportunity to be a part of this community. This house occupies a super built up area of 1500 sq.Ft. And contains 4 bedrooms, 4 bathrooms and 2 balconies. The owner of the house also gets 1 covered and 1 open parking slot(s) to park their car safely. Another added advantage of this 1-5 years old house is that it is available for immediate possession. The type of ownership of this property is freehold. By paying just 80 lac, you can become the proud owner of this independent house. The independent house provides access to clean water through borewell/tank supply. This independent house is facing the east direction. The beautifully designed marble flooring enhances the beauty of this independent house.","Plot area 1500
(139.35 sq.m.)  
sq.ft.","4 Bedrooms , 4 Bathrooms, 2 Balconies","₹ 80 Lac
@ 5,333 per sq.ft. (Negotiable) View Price Details","Kolar Road, Bhopal",2 Floors,East,1 to 5 Year Old,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",Main Road,
"4 Bedroom House for sale in Shakti Nagar, Bhopal","Shakti Nagar, Bhopal",₹4 Cr,"₹10,000 /sqft",Ready To Move,"Do you wish to buy an independent house in shakti nagar, bhopal. This 4 bhk house looks like an ideal choice for somebody looking for peace of mind. Containing 4 bedrooms, 4 bathrooms and more than 3 balconies, this independent house is spread over a super built up area of 4000 sq.Ft. The houses comes with dedicated 1 covered and 1 open parking space(s) where you can easily park your vehicle(s). As the property is already ready to move, so you can easily move into this 10+ years old house. This house is owned under leasehold contract. By paying just 4 crore, you can become the proud owner of this independent house. The house provides a continuous supply of water for its residents. This is a north-Facing property. The house comes well built with marble flooring options.","Plot area 4000
(371.61 sq.m.)  
sq.ft.","4 Bedrooms , 4 Bathrooms, 3+ Balconies","₹ 4 Crore
@ 10,000 per sq.ft. (Negotiable) View Price Details","Shakti Nagar, Bhopal",1 Floors,North,10+ Year Old,[],[],[],,
"4 Bedroom House for sale in Chuna Bhatti, Bhopal","Chuna Bhatti, Bhopal",₹1.5 Cr,"₹10,000 /sqft",Ready To Move,"Check out this 4 bhk house for sale in chuna bhatti, a popular residential locality that contains many of the in-Demand properties in bhopal. Containing 4 bedrooms, 4 bathrooms and 2 balconies, this independent house is spread over a super built up area of 1500 sq.Ft. Your vehicle(s) can be easily parked as this house comes with 1 covered and 1 open parking. This 10+ years old property is available for immediate possession as the house is ready to move. It is a freehold property. This independent house is available at an attractive price of 1.5 crore. The house provides continuous water supply from municipal corporation and borewell/tank. This is a west-Facing property. The house comes well built with granite flooring options.","Plot area 1500
(139.35 sq.m.)
Built Up area: 2300 sq.ft. (213.68 sq.m.)  
sq.ft.","4 Bedrooms , 4 Bathrooms, 2 Balconies with Pooja Room","₹ 1.5 Crore
@ 10,000 per sq.ft. (Negotiable) View Price Details","Chuna Bhatti, Bhopal",2 Floors,West,10+ Year Old,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",Main Road,
"4 Bedroom House for sale in Aishbagh, Bhopal","Aishbagh, Bhopal",₹28 Lac,"₹87,500 /sqft",Ready To Move,"It does not have any floors but is largest in area among the other houses surrounded by it. It is best for the one's who are looking for a place to build their office, building, or other workplace sort of.","Plot area 32
(2.97 sq.m.)  
sq.ft.","4 Bedrooms , 1 Bathroom, No Balcony with Others","₹ 28 Lac
@ 87,500 per sq.ft. (All inclusive, Negotiable)","Aishbagh, Bhopal",,,10+ Year Old,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,
"4 Bedroom House for sale in Misrod, Bhopal","Misrod, Bhopal",₹1 Cr,"₹9,090 /sqft",Ready To Move,"Looking to buy an independent house in bhopal? Do check out this 4 bhk house in misrod, which is an ideal choice for a family. The house has over super built up area of 1100 sq.Ft. And comes with 4 bedrooms, 4 bathrooms and 2 balconies. This 4 bhk house comes attached with 1 covered and 1 open parking for your vehicle(s). This is a ready to move house, which is 1-5 years old. The ownership right of this property is freehold. This spacious house can be all yours at an attractive price of 1 crore. This independent house is well equipped to meet all your water needs through access to municipal corporation and borewell/tank supply. This property faces the north direction.","Plot area 1100
(102.19 sq.m.)
Built Up area: 1800 sq.ft. (167.23 sq.m.)  
sq.ft.","4 Bedrooms , 4 Bathrooms, 2 Balconies with Servant Room","₹ 1 Crore
@ 9,090 per sq.ft. (Negotiable) View Price Details","Misrod, Bhopal",2 Floors,North,1 to 5 Year Old,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",Park/Garden,
"3 Bedroom House for sale in ISRO Colony, Bhopal","ISRO Colony, Bhopal",₹68 Lac,"₹7,195 /sqft",Ready To Move,"Do you wish to buy an independent house in shivkalp colony, bhopal. This 3 bhk house looks like an ideal choice for somebody looking for peace of mind. This residential house is located close to close to school, close to hospital and close to market. The house has over super built up area of 945 sq.Ft. And comes with 3 bedrooms, 3 bathrooms and 2 balconies. The owner of the house also gets 1 covered and 1 open parking slot(s) to park their car safely. This 10+ years old property is available for immediate possession as the house is ready to move. It is a freehold property. By paying just 68 lac, you can become the proud owner of this independent house. You can enjoy additional wellness features and amenities such as visitor parking and park, that are part of this housing locality. You enjoy a 24*7 water supply in your house. This independent house is facing the east direction. The beautifully designed ceramic flooring enhances the beauty of this independent house.","Plot area 945
(87.79 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 2 Balconies","₹ 68 Lac
@ 7,195 per sq.ft. (Negotiable) View Price Details",", Bhopal",2 Floors,East,10+ Year Old,[],"['Park', 'Visitor Parking']",[],Park/Garden,
"4 Bedroom House for sale in Gautam Nagar, Bhopal","Gautam Nagar, Bhopal",₹3 Cr,"₹12,500 /sqft",Ready To Move,For sale 4bhk siglex house at gautam nagar bhopal Location near maharashtra mandal hall and 100 mtrs from main road gautam nagar Plot size 2400 sqr ft. Facing : South. Asking price 3.Cr,"Plot area 2400
(222.97 sq.m.)  
sq.ft.","4 Bedrooms , 4 Bathrooms, 3+ Balconies with Servant Room","₹ 3 Crore
@ 12,500 per sq.ft. (Negotiable) View Price Details","Gautam Nagar, Bhopal",1 Floors,South,10+ Year Old,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",Main Road,
"6 Bedroom House for sale in Chuna Bhatti, Bhopal",Globus Fab City,₹2.3 Cr,"₹12,777 /sqft",Ready To Move,It's beautiful villa in bhopal very premium society n luxurious environment,"Plot area 1800
(167.23 sq.m.)  
sq.ft.","6 Bedrooms , 5 Bathrooms, 3+ Balconies with Servant Room,Pooja Room,Others","₹ 2.3 Crore
@ 12,777 per sq.ft. View Price Details","Globus Fab City
Chuna Bhatti, Bhopal",,East,5 to 10 Year Old,"['4 Wardrobe', '7 Fan', '2 Geyser', '7 Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,
