pname,society,price_outer,price_per_sqft,possesion,description,Area,Configuration,Price,Address,Floor Number,Property Age,furnishing,features,ratings,Facing,Overlooking,Possession in
"2 BHK Flat in Hoshangabad Road, Bhopal",Fortune Kasturi,₹40 Lac,"₹3,082 /sqft",Ready To Move,"Looking for a 2 bhk property for sale in bhopal? Buy this 2 bhk flat in fortune kasturi that is situated in hoshangabad road, bhopal. The flat is east-Facing. The flat occupies a built up area of 1298 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and 2 balconies. This flat is situated on the 1st floor of this 6 floors tall residential building. This is a ready to move project and the property is 0-1 year old.","Built Up area: 1298
(120.59 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 2 Balconies","₹ 40 Lac
@ 3,082 per sq.ft.","Fortune Kasturi
Hoshangabad Road, Bhopal",1st   of 6 Floors,,"['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",East,,undefined    View Construction Status
"3 BHK Flat in Hoshangabad Road, Bhopal",Nirupam Royal Palms,₹40 Lac,"₹2,711 /sqft",Ready To Move,Feel like wonder @ raining season,"Super Built up area 1515
(140.75 sq.m.)
Carpet area: 1475 sq.ft. (137.03 sq.m.)  
sq.ft.","3 Bedrooms , 2 Bathrooms, 2 Balconies with Pooja Room,Study Room","₹ 40 Lac+ Govt Charges & Tax
@ 2,711 per sq.ft. (All inclusive, Negotiable)","Nirupam Royal Palms
Hoshangabad Road, Bhopal",5th   of 6 Floors,5 to 10 Year Old,"['1 Water Purifier', '5 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '1 Geyser', '1 Stove', '18 Light', '1 AC', '1 TV', '1 Modular Kitchen', '1 Curtains', '1 Bed', '1 Wardrobe', '1 Sofa', '1 Washing Machine', 'No Chimney', 'No Microwave']","['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}, {'': ''}]",North-East,"Park/Garden,Club,Main Road",
"3 BHK Flat in Misrod, Bhopal",Natraj Society,₹35 Lac,"₹3,500 /sqft",Ready To Move,"Good location and all time conctivity, main 11 square only 500 mtr away, 03 shoping centre only 3 km. Hospital also 03 km","Carpet area: 1000
(92.9 sq.m.)  
sq.ft.","3 Bedrooms , 2 Bathrooms, 2 Balconies","₹ 35 Lac
@ 3,500 per sq.ft. (Negotiable)","Natraj Society
Misrod, Bhopal",2nd   of 3 Floors,5 to 10 Year Old,"['1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Lift(s)', 'Swimming Pool', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",East,Main Road,
"3 BHK Flat in Hoshangabad Road, Bhopal",Ritu 11th Mile Garden City,₹35 Lac,"₹3,500 /sqft",Ready To Move,"We are the proud owners of this 3 bhk apartment available in ritu 11th mile garden city, hoshangabad road, bhopal. This it is a and the unit is located on 2nd floor and has a super built-Up area of 1000 sq.Ft. . It has 2 bathroom(s) and 2 balcony(s). The ownership is freehold type.","Super Built up area 1000
(92.9 sq.m.)  
sq.ft.","3 Bedrooms , 2 Bathrooms, 2 Balconies","₹ 35 Lac
@ 3,500 per sq.ft.","Ritu 11th Mile Garden City
Hoshangabad Road, Bhopal",2nd   of 3 Floors,5 to 10 Year Old,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,,
"2 BHK Flat in Kolar Road, Bhopal",Sarvadharm Colony,₹32 Lac,"₹3,555 /sqft",Ready To Move,"This 2 bhk flat is located in sarvadharm colony, which houses some of the most spacious flats in kolar road, bhopal. This is a west-Facing property. Constructed on a carpet area of 900 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and 1 balcony. The property is located on the top floor of a 1 floor tall building. An added advantage of this 10+ years old flat is that it is available for immediate possession as the project is already ready to move. The beautifully designed polished concrete flooring enhances the beauty of the flat. The society complex is in the close vicinity of close to market, close to highway, close to mall and close to hospital, making it an ideal home for a relaxed lifestyle. The society is well equipped with many modern amenities, including maintenance staff. The residential project is well equipped to meet all your water needs through access to borewell/tank supply.","Carpet area: 900
(83.61 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 1 Balcony with Pooja Room,Study Room","₹ 32 Lac+ Govt Charges & Tax
@ 3,555 per sq.ft. (All inclusive, Negotiable)","Sarvadharm Colony
Kolar Road, Bhopal",1st   of 1 Floors,10+ Year Old,"['4 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '1 Stove', '4 Light', '1 TV', '1 Curtains', '1 Bed', '4 Wardrobe', '1 Sofa', '1 Washing Machine', 'No AC', 'No Chimney', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Water Purifier']",['Maintenance Staff'],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",West,Main Road,
"2 BHK Flat in Kolar Road, Bhopal",Aadhhaar Symphony,₹35 Lac,"₹3,271 /sqft",Ready To Move,Recently constructed high-Rise building with road view from 7th floor corner unit located at heart of bhopal kolar road.,"Super Built up area 1070
(99.41 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 2 Balconies
View Floor Plan","₹ 35 Lac
@ 3,271 per sq.ft. (All inclusive)","Aadhhaar Symphony
Kolar Road, Bhopal",7th   of 12 Floors,1 to 5 Year Old,"['2 Wardrobe', '2 Fan', '1 Exhaust Fan', '1 Geyser', '1 Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Park', 'Visitor Parking', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,,
"2 BHK Flat in Kolar Road, Bhopal",Aadhhaar Symphony,₹35 Lac,"₹3,271 /sqft",Ready To Move,"We are the proud owners of this 2 bhk apartment available in aadhhaar symphony, kolar road, bhopal. This it is a and the unit is located on 7th floor and has a super built-Up area of 1070 sq.Ft. . It has 2 bathroom(s) and 1 balcony(s). The ownership is freehold type.","Super Built up area 1070
(99.41 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 1 Balcony","₹ 35 Lac
@ 3,271 per sq.ft.","Aadhhaar Symphony
Kolar Road, Bhopal",7th   of 8 Floors,1 to 5 Year Old,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,,
"3 BHK Flat in Hoshangabad Road, Bhopal",Sagar Eden Garden,₹45 Lac,"₹3,409 /sqft",Ready To Move,"Situated in hoshangabad road, bhopal, sagar eden garden is a well planned society that offers a pleasant living experience to its residents. This 3 bhk flat in bhopal is your opportunity to be a part of this community. The floor plan additionally contains 3 bedroom(s), 2 bathrooms and 2 balconies. All in all, the flat is spread over a built up area of 1320 sq.Ft. The property is located on the 3rd floor of a 6 floors tall building. Being a ready to move project, you can expect immediate possession of this 1-5 years old property.","Built Up area: 1320
(122.63 sq.m.)  
sq.ft.","3 Bedrooms , 2 Bathrooms, 2 Balconies","₹ 45 Lac
@ 3,409 per sq.ft.","Sagar Eden Garden
Hoshangabad Road, Bhopal",3rd   of 6 Floors,,"['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,,undefined
"3 BHK Flat in Chandan Nagar, Bhopal",Parshvdham Apartments,₹32 Lac,"₹2,539 /sqft",Ready To Move,"3 bhk flat+one drawing room extra Spacious corner and ventilated flat Available on 4th floor in covered campus Suitable for big family/joint family Excellent condition with semi modular kitchen Lift Car parking Parks available Hindu Jain temples inside the campus Nearby to People's Bmhrc hospital And nishatpura Bhopal railway station Sbi approved Only genuine buyer may contact. C-404,balaji multi , parshv dham near old indian oil depot,bhanpur bhopal mp Naresh kumar suman(Owner)","Super Built up area 1260
(117.06 sq.m.)  
sq.ft.","3 Bedrooms , 2 Bathrooms, 1 Balcony","₹ 32 Lac
@ 2,539 per sq.ft. (All inclusive, Negotiable)","Parshvdham Apartments
Chandan Nagar, Bhopal",4th   of 6 Floors,5 to 10 Year Old,"['7 Fan', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",[],West,"Park/Garden,Club",
"2 BHK Flat in Indus Towne, Bhopal",RRG Township,₹21.5 Lac,"₹2,362 /sqft",Ready To Move,"Flat is well maintained with necessary furniture like, module kitchen, wardrobe, storage loafs, fans, piped gas supply, constant water supply. Mandir in covered campus, gated community with 24 hr security, gardens.","Carpet area: 910
(84.54 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 1 Balcony","₹ 21.5 Lac
@ 2,362 per sq.ft. (All inclusive, Negotiable)","RRG Township
Indus Towne, Bhopal",4th   of 6 Floors,5 to 10 Year Old,"['1 Bed', '1 Wardrobe', '1 Water Purifier', '4 Fan', '1 Exhaust Fan', '2 Geyser', '5 Light', '1 Modular Kitchen', '1 Curtains', 'No AC', 'No Chimney', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Airy Rooms', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",East,"Park/Garden,Main Road",
"3 BHK Flat in Govindpura, Bhopal",Govind Garden,₹29 Lac,"₹2,636 /sqft",Ready To Move,"Prime location in govind garden, govindpura. Near to upcoming metro line, centrally located to bhopal as well as habibganj railway station. Near to airport, m.P.Nagar, aiims, punjabi bagh etc. Property located on raisen road near roshan hospital.","Carpet area: 1100
(102.19 sq.m.)  
sq.ft.","3 Bedrooms , 2 Bathrooms, 2 Balconies","₹ 29 Lac
@ 2,636 per sq.ft. (Negotiable)","Govind Garden
Govindpura, Bhopal",2nd   of 4 Floors,10+ Year Old,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,,
"2 BHK Flat in Ayodhya Bypass , Bhopal",Tirupati Abhinav Homes,₹38 Lac,"₹5,428 /sqft",Ready To Move,"Check out this 2 bhk apartment for sale in tirupati abhinav homes, a popular residential project that houses in-Demand flats in ayodhya bypass , bhopal. The flat occupies a carpet area of 700 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and 1 balcony. The residential building has 2 floors in total and the flat for sale is located on the lower ground floor. As the project is already ready to move, so you can easily move into this 5-10 years old property. Tirupati abhinav homes is designed very well to provide modern facilities such as swimming pool, fitness centre / gym, club house / community center, park, shopping centre and cctv surveillance.","Carpet area: 700
(65.03 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 1 Balcony","₹ 38 Lac
@ 5,428 per sq.ft. (Negotiable)","Tirupati Abhinav Homes
Ayodhya Bypass , Bhopal",Lower Ground of 2 Floors,5 to 10 Year Old,"['3 Fan', '7 Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Swimming Pool', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}, {'': ''}]",,,
"3 BHK Flat in Jatkhedi, Bhopal",AP Park Avenue,₹40 Lac,"₹2,666 /sqft",Ready To Move,"This is an unused flat, distress sale. There i am ac , chimney and modular kitchen. 3 bedroom 2. Bathroom 3 balcony","Super Built up area 1502
(139.54 sq.m.)
Carpet area: 1500 sq.ft. (139.35 sq.m.)  
sq.ft.","3 Bedrooms , 2 Bathrooms, 3 Balconies","₹ 40 Lac+ Govt Charges & Tax
@ 2,666 per sq.ft. (Negotiable)","AP Park Avenue
Jatkhedi, Bhopal",1st   of 4 Floors,1 to 5 Year Old,"['3 Fan', '4 Light', '1 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Lift(s)', 'Park', 'Visitor Parking', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",[],,,
"3 BHK Flat in Arvind Vihar, Bhopal",Shubh Shanti Tower,₹55 Lac,"₹3,666 /sqft",Ready To Move,"Beautifully constructed, spacious flats at one of the most premium locations of bhopal. Our locality is nearest to aiims, mount carmel school, and hoshangabad road. Park facing complex with lifts, open terrace, closed parking and 24*7 water facility amongst the basic amenities.","Carpet area: 1500
(139.35 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 1 Balcony","₹ 55 Lac
@ 3,666 per sq.ft. (All inclusive)","Shubh Shanti Tower
Arvind Vihar, Bhopal",1st   of 4 Floors,0 to 1 Year Old,"['1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Lift(s)', 'Water Storage']",[],,"Park/Garden,Main Road",
"2 BHK Flat in Hoshangabad Road, Bhopal",Fortune Delight,₹40 Lac,"₹4,608 /sqft",Ready To Move,"Apartment for sale | prime location hoshangabad road, bhopal","Built Up area: 868
(80.64 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 1 Balcony","₹ 40 Lac
@ 4,608 per sq.ft. (Negotiable)","Fortune Delight
Hoshangabad Road, Bhopal",1st   of 2 Floors,5 to 10 Year Old,[],"['Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Natural Light', 'Airy Rooms']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",North-East,Main Road,
"2 BHK Flat in Zone 1, Bhopal",zone 1 samta saket,₹25 Lac,"₹7,142 /sqft",Ready To Move,It's in heart of city press complex jagah sab kuch hai kahin jane ki zaroorat nhi hai,"Carpet area: 350
(32.52 sq.m.)  
sq.ft.","2 Bedrooms , 1 Bathroom, 1 Balcony","₹ 25 Lac
@ 7,142 per sq.ft. (Negotiable)","zone 1 samta saket
Zone 1, Bhopal",2nd   of 5 Floors,10+ Year Old,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,,
"3 BHK Flat in Nayapura, Bhopal",DK Bridge Tower,₹50 Lac,"₹4,347 /sqft",Ready To Move,This is new and close 6 lane kolhar road and near to community center,"Super Built up area 1228
(114.08 sq.m.)
Carpet area: 1150 sq.ft. (106.84 sq.m.)  
sq.ft.","3 Bedrooms , 2 Bathrooms, 2 Balconies","₹ 50 Lac
@ 4,347 per sq.ft. (Negotiable)","DK Bridge Tower
Nayapura, Bhopal",5th   of 6 Floors,1 to 5 Year Old,"['2 Wardrobe', '1 Fan', '1 Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Lift(s)', 'Park']",[],,,
"2 BHK Flat in Indus Towne, Bhopal",Chinarr Dream CT,₹26 Lac,"₹3,611 /sqft",Ready To Move,"Good location, spacious flat on main narmadapuram road, bhopal.","Super Built up area 1200
(111.48 sq.m.)
Carpet area: 720 sq.ft. (66.89 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 1 Balcony","₹ 26 Lac+ Govt Charges & Tax
@ 3,611 per sq.ft.","Chinarr Dream CT
Indus Towne, Bhopal",5th   of 7 Floors,5 to 10 Year Old,[],"['Power Back-up', 'Lift(s)', 'Swimming Pool', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",West,,
"2 BHK Flat in Berkheda, Bhopal",Essarjee The New Fort,₹28 Lac,"₹4,666 /sqft",Ready To Move,The property is situated in one of the prime locations of bhopal. The property has a bus stop in front and also has a college. (Vidyasagar institute of management vim).,"Carpet area: 600
(55.74 sq.m.)  
sq.ft.","2 Bedrooms , 1 Bathroom, 1 Balcony","₹ 28 Lac
@ 4,666 per sq.ft. (Negotiable)","Essarjee The New Fort
Berkheda, Bhopal",1st   of 2 Floors,10+ Year Old,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,Main Road,
"2 BHK Flat in Bhanpur, Bhopal",Parshav Apartment,₹22.5 Lac,"₹3,214 /sqft",Ready To Move,"Welcome to your dream home in the beautiful and safe locality of bhanpur, bhopal.","Carpet area: 700
(65.03 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 2 Balconies","₹ 22.5 Lac
@ 3,214 per sq.ft. (Negotiable)","Parshav Apartment
Bhanpur, Bhopal",5th   of 6 Floors,5 to 10 Year Old,[],"['Security / Fire Alarm', 'Lift(s)', 'No open drainage around', 'Park', 'Visitor Parking', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Shopping Centre', 'Waste Disposal']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",East,Park/Garden,
"4 BHK Flat in Chuna Bhatti, Bhopal",shanti enclave,₹38 Lac,"₹2,235 /sqft",Ready To Move,"At a half kilometer distance from chuna bhatti square. Hospitals, shopping center and railway stations in very close proximity.","Carpet area: 1700
(157.94 sq.m.)  
sq.ft.","4 Bedrooms , 2 Bathrooms, 2 Balconies","₹ 38 Lac+ Govt Charges & Tax
@ 2,235 per sq.ft. View Price Details","shanti enclave
Chuna Bhatti, Bhopal",3rd   of 3 Floors,10+ Year Old,"['6 Light', '1 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Water Storage']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,Others,
"3 BHK Flat in Arvind Vihar, Bhopal",Shubh Shanti Tower,₹55 Lac,"₹3,666 /sqft",Ready To Move,"Beautifully constructed, spacious flats at one of the most premium locations of bhopal. Our locality is nearest to aiims, mount carmel school, and hoshangabad road. Park facing complex with lifts, open terrace, closed parking and 24*7 water facility amongst the basic amenities.","Carpet area: 1500
(139.35 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 1 Balcony","₹ 55 Lac
@ 3,666 per sq.ft. (All inclusive)","Shubh Shanti Tower
Arvind Vihar, Bhopal",1st   of 4 Floors,0 to 1 Year Old,"['1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Lift(s)', 'Water Storage']",[],,"Park/Garden,Main Road",
"3 BHK Flat in Jatkhedi, Bhopal",AP Park Avenue,₹40 Lac,"₹2,666 /sqft",Ready To Move,"This is an unused flat, distress sale. There i am ac , chimney and modular kitchen. 3 bedroom 2. Bathroom 3 balcony","Super Built up area 1502
(139.54 sq.m.)
Carpet area: 1500 sq.ft. (139.35 sq.m.)  
sq.ft.","3 Bedrooms , 2 Bathrooms, 3 Balconies","₹ 40 Lac+ Govt Charges & Tax
@ 2,666 per sq.ft. (Negotiable)","AP Park Avenue
Jatkhedi, Bhopal",1st   of 4 Floors,1 to 5 Year Old,"['3 Fan', '4 Light', '1 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Lift(s)', 'Park', 'Visitor Parking', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",[],,,
"3 BHK Flat in Khajuri Kalan , Bhopal",Gharonda Heights,₹30 Lac,"₹3,000 /sqft",Ready To Move,"Flat for sale: Prime location & amenities * 3rd floor apartment with 3 rooms, 1 dining area, and 2 bathrooms. * features 3 balconies, including 2 large ones * east-Facing (Sunrise) views. * conveniently located opposite the lift. * situated within a fully covered campus offering: * a large garden. * a children's play area at the back. * direct four-Lane road access to patel nagar right from the society entrance.","Carpet area: 1000
(92.9 sq.m.)  
sq.ft.","3 Bedrooms , 2 Bathrooms, 2 Balconies","₹ 30 Lac
@ 3,000 per sq.ft. (All inclusive, Negotiable)","Gharonda Heights
Khajuri Kalan , Bhopal",3rd   of 6 Floors,1 to 5 Year Old,[],"['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",East,"Park/Garden,Main Road",
"2 BHK Flat in Gulmohar G3, Bhopal",Aakriti Enclave,₹31 Lac,"₹4,428 /sqft",Ready To Move,2bhk flat for sale modern and spacious,"Carpet area: 700
(65.03 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 2 Balconies","₹ 31 Lac
@ 4,428 per sq.ft. (Negotiable)","Aakriti Enclave
Gulmohar G3, Bhopal",4th   of 4 Floors,10+ Year Old,"['5 Fan', '1 Exhaust Fan', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Modular Kitchen', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",[],East,"Park/Garden,Main Road,Others",
"2 BHK Flat in Indrapuri, Bhopal",BDA Flats,₹45 Lac,"₹3,750 /sqft",Ready To Move,Very large balcony almost of size of a room. Facing main road with nearby markets and bhel jublie gate,"Built Up area: 1200
(111.48 sq.m.)
Carpet area: 1000 sq.ft. (92.9 sq.m.)  
sq.ft.","2 Bedrooms , 1 Bathroom, 2 Balconies","₹ 45 Lac
@ 3,750 per sq.ft. (All inclusive, Negotiable)","BDA Flats
Indrapuri, Bhopal",1st   of 2 Floors,10+ Year Old,"['2 Wardrobe', '3 Fan', '3 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,,
"3 BHK Flat in Ayodhya Bypass , Bhopal",N/A,₹65 Lac,"₹4,333 /sqft",Ready To Move,"Looking for a 3 bhk property for sale in bhopal? Buy this 3 bhk flat in n/a that is situated in ayodhya bypass , bhopal. Constructed on a built up area of 1500 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms . This flat is situated on the ground floor of this 1 floor tall residential building. This 0-1 year old property is available for immediate possession as the project is ready to move.","Built Up area: 1500
(139.35 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, No Balcony","₹ 65 Lac
@ 4,333 per sq.ft.","N/A
Ayodhya Bypass , Bhopal",Ground of 1 Floors,,"['1 Wardrobe', '1 Fan', '1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,,undefined
"2 BHK Flat in Bhanpur, Bhopal",New PM Awas Yojna,₹29.5 Lac,"₹3,881 /sqft",Ready To Move,A2/704 Sell karna hai full furnished saman total naya hai under warranty. 1. 2.Bed with mattress 2. Ac. 3. Washing machines 4. Fridge 5. Color tv with dth conection 6. Gycer 7. Sofa 8. Dining table set 9. Almeera 10. Mudular kitchen Sara saman naya hai.,"Carpet area: 760
(70.61 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 2 Balconies","₹ 29.5 Lac
@ 3,881 per sq.ft. (All inclusive, Negotiable)","New PM Awas Yojna
Bhanpur, Bhopal",7th   of 9 Floors,1 to 5 Year Old,"['4 Fan', '1 Fridge', '1 Dining Table', '1 Geyser', '9 Light', '1 AC', '1 TV', '1 Modular Kitchen', '1 Curtains', '2 Bed', '1 Wardrobe', '1 Sofa', '1 Washing Machine', 'No Chimney', 'No Exhaust Fan', 'No Microwave', 'No Stove', 'No Water Purifier']",[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,,
"2 BHK Flat in Gopal Nagar, Bhopal",metro heights mayadham,₹50 Lac,"₹7,812 /sqft",Ready To Move,Near around market auto bus stand hospital colleges coachings,"Carpet area: 640
(59.46 sq.m.)  
sq.ft.","2 Bedrooms , 1 Bathroom, No Balcony","₹ 50 Lac
@ 7,812 per sq.ft. (Negotiable)","metro heights mayadham
Gopal Nagar, Bhopal",2nd   of 2 Floors,10+ Year Old,[],[],[],,,
