pname,society,price_outer,price_per_sqft,possesion,description,Area,Configuration,Price,Address,Total Floors,Property Age,furnishing,features,ratings,Facing,Overlooking,Possession in
"3 Bedroom House for sale in Kolar Road, Bhopal","Kolar Road, Bhopal",₹1.55 Cr,"₹7,750 /sqft",Ready To Move,"I have a house/villa available for sale in kolar road, kolar. Available at price of rs 1.55 crores. It has plot area of 2000 sq ft. It has 3 bhk, 3 bathroom, balcony.It is a freehold property","Plot area 2000
(185.81 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, No Balcony","₹ 1.55 Crore
@ 7,750 per sq.ft.","Kolar Road, Bhopal",1 Floors,1 to 5 Year Old,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,,
"3 Bedroom House for sale in Shahpura, Bhopal","Shahpura, Bhopal",₹2.7 Cr,"₹11,250 /sqft",Ready To Move,3bhk bunglow for sale 2400sq.Ft bunglow Garden facing Near by shahpura lake,"Plot area 2400
(222.97 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 2 Balconies with Others","₹ 2.7 Crore
@ 11,250 per sq.ft. View Price Details","Shahpura, Bhopal",2 Floors,10+ Year Old,[],"['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",West,"Park/Garden,Main Road,Others",
"4 Bedroom House for sale in Danish Nagar, Bhopal","Danish Nagar, Bhopal",₹1.8 Cr,"₹6,000 /sqft",Ready To Move,"Just for selling old property available plot area 3200 square feet, 3 car parking and selling price 1cr 80 lakhs negotiable price. Danish nagar hoshangabad road bhopal. Only genius parson contact me. Rajput property","Plot area 3000
(278.71 sq.m.)
Built Up area: 3600 sq.ft. (334.45 sq.m.)
Carpet area: 3200 sq.ft. (297.29 sq.m.)  
sq.ft.","4 Bedrooms , 4 Bathrooms, 3+ Balconies with Study Room,Others,Pooja Room","₹ 1.8 Crore
@ 6,000 per sq.ft. View Price Details","Danish Nagar, Bhopal",2 Floors,10+ Year Old,[],"['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Water Storage', 'Park']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",North-West,"Main Road,Park/Garden,Others",
"5 Bedroom House for sale in Trilanga, Bhopal",Fortune Pride Extension,₹1.75 Cr,"₹11,666 /sqft",Ready To Move,Duplex for sale 5 bhk 4 toilet north facing fortune price extention trilanga near aura mal,"Plot area 1500
(139.35 sq.m.)  
sq.ft.","5 Bedrooms , 3 Bathrooms, 1 Balcony with Others","₹ 1.75 Crore
@ 11,666 per sq.ft. View Price Details","Fortune Pride Extension
Trilanga, Bhopal",2 Floors,5 to 10 Year Old,[],[],[],,,
"7 Bedroom House for sale in Bagmugaliya, Bhopal",Amrit Bindras Pebble Bay,₹8.6 Cr,"₹12,314 /sqft",Ready To Move,House for sale 7 bhk 8 toilet semifurnished plot size 5400 sqr fit north facing pebbel bey dreem villas amrit homes baghmugalia hb road bhopal,"Plot area 5400
(501.68 sq.m.)  
sq.ft.","7 Bedrooms , 8 Bathrooms, 2 Balconies with Pooja Room,Others,Servant Room","₹ 8.6 Crore
@ 12,314 per sq.ft. View Price Details","Amrit Bindras Pebble Bay
Bagmugaliya, Bhopal",3 Floors,5 to 10 Year Old    View Construction Status,"['10 Fan', '1 Fridge', '1 Exhaust Fan', '2 Geyser', '10 Light', '10 AC', '2 TV', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '3 Bed', '5 Wardrobe', 'No Dining Table', 'No Microwave', 'No Sofa', 'No Stove', 'No Washing Machine', 'No Water Purifier']","['Private Garden / Terrace', 'Maintenance Staff', 'Park', 'Visitor Parking']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",North,"Pool,Park/Garden,Club,Others",
"3 Bedroom House for sale in Hoshangabad Road, Bhopal",Mirchandani Shalimar Fortleza,₹1.15 Cr,"₹6,388 /sqft",Ready To Move,Flat for sale 3 bhk 3 toilet semifurnished 5 th floor shalimar fortaleza near ashima mall hb road,"Plot area 1800
(167.23 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 1 Balcony with Others","₹ 1.15 Crore
@ 6,388 per sq.ft. View Price Details","Mirchandani Shalimar Fortleza
Hoshangabad Road, Bhopal",17 Floors,1 to 5 Year Old    View Construction Status,"['3 Wardrobe', '2 Bed', '1 Water Purifier', '4 Fan', '1 Fridge', '1 Exhaust Fan', '2 Geyser', '1 Chimney', '1 Curtains', '2 AC', 'No Dining Table', 'No Modular Kitchen', 'No Light', 'No Microwave', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine']","['Maintenance Staff', 'Park', 'Visitor Parking']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,"Pool,Park/Garden,Club,Main Road,Others,Sea facing",
"4 Bedroom House for sale in Hoshangabad Road, Bhopal","Hoshangabad Road, Bhopal",₹2.6 Cr,"₹18,571 /sqft",Under Construction,House for sale 4 bhk with sarvent,"Plot area 1400
(130.06 sq.m.)  
sq.ft.","4 Bedrooms , 5 Bathrooms, 1 Balcony with Pooja Room,Servant Room,Others","₹ 2.6 Crore
@ 18,571 per sq.ft. View Price Details","Hoshangabad Road, Bhopal",4 Floors,,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",,,Mar 2026
"3 Bedroom House for sale in Awadhpuri, Bhopal",Regal Mohini homes,₹63 Lac,"₹7,500 /sqft",Ready To Move,"3 bhk flat for sale in regal mohini homes, awadhpuri.Secured covered campus good locality proper convenience, garden temple,near by market, school and bus stop.Good gentry and much more.","Plot area 840
(78.04 sq.m.)
Built Up area: 1600 sq.ft. (148.64 sq.m.)
Carpet area: 1450 sq.ft. (134.71 sq.m.)  
sq.ft.","3 Bedrooms , 2 Bathrooms, 2 Balconies with Others","₹ 63 Lac+ Govt Charges & Tax
@ 7,500 per sq.ft. View Price Details","Regal Mohini homes
Awadhpuri, Bhopal",2 Floors,10+ Year Old,[],"['Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",East,Others,
"4 Bedroom House for sale in Bagmugaliya, Bhopal",Flower City,₹1.25 Cr,"₹11,363 /sqft",Ready To Move,"Bagmugaliya is one of bhopal's most sought after destination for residential houses and this 4 bhk house in bagmugaliya is your opportunity to be a part of this community. Constructed on a super built up area of 1100 sq.Ft., this house comprises 4 bedrooms, 3 bathrooms and 2 balconies. Your vehicle(s) can be easily parked as this house comes with 1 covered and 1 open parking. As the property is already ready to move, so you can easily move into this 5-10 years old house. This house is owned under leasehold contract. The price of this spacious independent house is 1.25 crore. All the modern amenities such as maintenance staff, visitor parking and park will make life easier for you. Municipal corporation provides a regular supply of water to this residential house. The residential house is west-Facing. The floor of this independent house is beautifully designed using marble flooring, giving it an alluring look.","Plot area 1100
(102.19 sq.m.)  
sq.ft.","4 Bedrooms , 3 Bathrooms, 2 Balconies","₹ 1.25 Crore
@ 11,363 per sq.ft. (Negotiable) View Price Details","Flower City
Bagmugaliya, Bhopal",2 Floors,5 to 10 Year Old,"['1 Exhaust Fan', '1 Modular Kitchen', '1 Curtains', 'No AC', 'No Bed', 'No Chimney', 'No Dining Table', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",West,"Park/Garden,Main Road,Club",
"5 Bedroom House for sale in Bagmugaliya, Bhopal","Bagmugaliya, Bhopal",₹3.25 Cr,"₹13,541 /sqft",Ready To Move,Independent corner newly luxury bunglows available for sale at baghmugaliya hoshangabad road bhopal,"Plot area 2400
(222.97 sq.m.)
Carpet area: 4000 sq.ft. (371.61 sq.m.)  
sq.ft.","5 Bedrooms , 5 Bathrooms, 3 Balconies with Pooja Room,Study Room,Others","₹ 3.25 Crore
@ 13,541 per sq.ft. View Price Details","Bagmugaliya, Bhopal",2 Floors,0 to 1 Year Old,"['1 Water Purifier', '10 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '6 Geyser', '1 Stove', '20 Light', '3 TV', '1 Curtains', '1 Modular Kitchen', '1 Chimney', '4 AC', '5 Wardrobe', '4 Bed', '1 Sofa', '1 Microwave', 'No Washing Machine']","['Water Storage', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",East,Park/Garden,
"3 Bedroom House for sale in Katara Hills, Bhopal","Katara hills,Hoshangabad road",₹1.1 Cr,"₹9,606 /sqft",Ready To Move,"Location highway road, near aiims and barkatullah university...","Plot area 1145
(106.37 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 1 Balcony with Pooja Room,Study Room","₹ 1.1 Crore
@ 9,606 per sq.ft. (All inclusive) View Price Details","Katara hills,Hoshangabad road
Katara Hills, Bhopal",2 Floors,1 to 5 Year Old,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",North-West,"Park/Garden,Main Road",
"3 Bedroom House for sale in Kolar Road, Bhopal","Kolar Road, Bhopal",₹45 Lac,"₹5,625 /sqft",Ready To Move,"3 bhk duplex for sale rajharsh colony, kolar road, bhopal Plot size: 800 sq.Ft. Super built-Up area: 1400 sq.Ft. West facing Highlights: Located in rajharsh colony, one of the prime residential areas of kolar road Spacious 3 bhk duplex with modern design Well-Connected to schools, hospitals, shopping complexes & highway Peaceful yet well-Developed neighborhood Suitable for: Families looking for a ready-To-Move premium duplex Investment with high appreciation potential Urgent sale best deal available! Contact now for site visit & price details: Omraa infra","Plot area 800
(74.32 sq.m.)
Built Up area: 1400 sq.ft. (130.06 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 1 Balcony with Others","₹ 45 Lac+ Govt Charges & Tax
@ 5,625 per sq.ft. (Negotiable) View Price Details","Kolar Road, Bhopal",2 Floors,1 to 5 Year Old,[],"['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",West,"Park/Garden,Sea facing,Others,Main Road",
"4 Bedroom House for sale in Bawadia Kalan, Bhopal","Bawadia Kalan, Bhopal",₹1.3 Cr,"₹10,400 /sqft",Ready To Move,"Check out this 4 bhk house for sale in bawadia kalan, a popular residential locality that contains many of the in-Demand properties in bhopal. Constructed on a super built up area of 1250 sq.Ft., this house comprises 4 bedrooms, 4 bathrooms and 2 balconies. As the property is already ready to move, so you can easily move into this 1-5 years old house. This house is owned under freehold contract. By paying just 1.3 crore, you can become the proud owner of this independent house. The independent house provides access to clean water through municipal corporation supply. This independent house is facing the east direction. The beautifully designed marble flooring enhances the beauty of this independent house.","Plot area 1250
(116.13 sq.m.)
Built Up area: 2500 sq.ft. (232.26 sq.m.)  
sq.ft.","4 Bedrooms , 4 Bathrooms, 2 Balconies","₹ 1.3 Crore
@ 10,400 per sq.ft. (Negotiable) View Price Details","Bawadia Kalan, Bhopal",3 Floors,1 to 5 Year Old,"['1 Water Purifier', '1 Fridge', '1 Fan', '1 Exhaust Fan', '1 Dining Table', '1 Geyser', '1 Stove', '1 Light', '1 AC', '1 Curtains', '1 Chimney', '1 Modular Kitchen', '1 TV', '1 Wardrobe', '1 Bed', '1 Sofa', '1 Washing Machine', '1 Microwave']",[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",East,,
"3 Bedroom House for sale in Kolar Road, Bhopal",Ishaan Vista,₹75 Lac,"₹6,818 /sqft",Ready To Move,3 bhk newly duplex for sale covered campus in kolar road bhopal,"Plot area 1100
(102.19 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 2 Balconies","₹ 75 Lac
@ 6,818 per sq.ft. View Price Details","Ishaan Vista
Kolar Road, Bhopal",2 Floors,0 to 1 Year Old,"['1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Maintenance Staff', 'Park', 'Visitor Parking']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",East,"Club,Main Road,Park/Garden",
"5 Bedroom House for sale in Jatkhedi, Bhopal",Swadesh Red Square,₹1.69 Cr,"₹10,562 /sqft",Ready To Move,"Selling property available 5bhk treeplex/ villa/house covered cumpas gardens faiching prime location near by shani mandir, virndavn gardens, este faiching hoshangabad road bhopal. Only genius parson contact me (1% brokerage services change). Rajput property","Plot area 1600
(148.64 sq.m.)
Built Up area: 3200 sq.ft. (297.29 sq.m.)
Carpet area: 1600 sq.ft. (148.64 sq.m.)  
sq.ft.","5 Bedrooms , 5 Bathrooms, 3 Balconies with Study Room,Others,Pooja Room","₹ 1.69 Crore
@ 10,562 per sq.ft. View Price Details","Swadesh Red Square
Jatkhedi, Bhopal",2 Floors,5 to 10 Year Old,"['4 Wardrobe', '6 Fan', '1 Exhaust Fan', '2 Geyser', '8 Light', '1 Modular Kitchen', '1 Chimney', '1 Curtains', 'No AC', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",[],East,"Main Road,Park/Garden",
"4 Bedroom House for sale in Bawadia Kalan, Bhopal",Aakriti Eco City,₹1.6 Cr,"₹10,666 /sqft",Ready To Move,For selling property newly constructed 4bhk duplex/house independence prime location near by sagar public school aakriti eco city bawdiya kalan bhopal. Only genius parson contact me. Selling price 1cr 60 lakhs fixed. Rp property,"Plot area 1500
(139.35 sq.m.)
Built Up area: 3500 sq.ft. (325.16 sq.m.)  
sq.ft.","4 Bedrooms , 3 Bathrooms, 3 Balconies with Study Room,Pooja Room,Others","₹ 1.6 Crore
@ 10,666 per sq.ft. View Price Details","Aakriti Eco City
Bawadia Kalan, Bhopal",2 Floors,0 to 1 Year Old,"['4 Wardrobe', '6 Fan', '1 Exhaust Fan', '2 Geyser', '8 Light', '1 Modular Kitchen', '1 Chimney', '1 Curtains', 'No AC', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Water Storage', 'Park', 'Visitor Parking', 'Natural Light', 'Spacious Interiors']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",North-West,"Park/Garden,Others,Main Road",
"3 Bedroom House for sale in Sargam Cinema, Bhopal","Sargam Cinema, Bhopal",₹3.65 Cr,"₹24,333 /sqft",Ready To Move,"This 3 bhk house for sale in sargam cinema is an ideal abode for a family. Even better, it is situated in one of the prominent localities of bhopal. Containing 3 bedrooms, 3 bathrooms and 1 balcony, this independent house is spread over a super built up area of 1500 sq.Ft. Your vehicle(s) can be easily parked as this house comes with 1 covered and 1 open parking. Another added advantage of this 10+ years old house is that it is available for immediate possession. The type of ownership of this property is leasehold. The property is available for sale at a competitive price of 3.65 crore. Municipal corporation provides a regular supply of water to this residential house. The residential house is east-Facing. The floor of this independent house is beautifully designed using marble flooring, giving it an alluring look.","Plot area 1500
(139.35 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 1 Balcony","₹ 3.65 Crore
@ 24,333 per sq.ft. (Negotiable) View Price Details","Sargam Cinema, Bhopal",2 Floors,10+ Year Old,[],[],[],East,Main Road,
"3 Bedroom House for sale in Hoshangabad Road, Bhopal",danish nagar Hoshangabad Hoshangabad Hoshangabad,₹1.69 Cr,"₹5,314 /sqft",Ready To Move,Selling property available prime location near by dmart opposite danish nagar hoshangabad hoshangabad hoshangabad. All location me selling and rental property available. Only genius parson contact me. Rajput property,"Plot area 3180
(295.43 sq.m.)
Built Up area: 3500 sq.ft. (325.16 sq.m.)
Carpet area: 3185 sq.ft. (295.9 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 3 Balconies with Study Room,Pooja Room,Others","₹ 1.69 Crore
@ 5,314 per sq.ft. (Negotiable) View Price Details","danish nagar Hoshangabad Hoshangabad Hoshangabad
Hoshangabad Road, Bhopal",2 Floors,10+ Year Old,[],"['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Water Storage', 'Park', 'Visitor Parking']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",North-East,"Park/Garden,Main Road,Others",
"4 Bedroom House for sale in Hoshangabad Road, Bhopal",Agrawal Sagar Pearl,₹1.55 Cr,"₹14,090 /sqft",Ready To Move,"Do you wish to buy an independent house in hoshangabad road, bhopal. This 4 bhk house looks like an ideal choice for somebody looking for peace of mind. The floor plan additionally contains 4 bedrooms, 4 bathrooms and 2 balconies. All in all, the independent house is spread over a super built up area of 1100 sq.Ft. Your vehicle(s) can be easily parked as this house comes with 1 covered and 1 open parking. This 5-10 years old property is available for immediate possession as the house is ready to move. It is a freehold property. This independent house is available at an attractive price of 1.55 crore. The house will offer a modern lifestyle as it is presented with many of the amenities such as park. The residents of this house enjoy a 24*7 access to clean water. This property faces the east direction.","Plot area 1100
(102.19 sq.m.)
Built Up area: 1800 sq.ft. (167.23 sq.m.)  
sq.ft.","4 Bedrooms , 4 Bathrooms, 2 Balconies","₹ 1.55 Crore
@ 14,090 per sq.ft. (Negotiable) View Price Details","Agrawal Sagar Pearl
Hoshangabad Road, Bhopal",2 Floors,5 to 10 Year Old,"['2 Wardrobe', '1 Water Purifier', '1 Fridge', '1 Sofa', '1 Geyser', '1 Washing Machine', '1 Stove', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Modular Kitchen', 'No Light', 'No Microwave', 'No TV']",['Park'],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",East,"Park/Garden,Club,Main Road",
"4 Bedroom House for sale in Laharpur, Bhopal","Laharpur, Bhopal",₹2.6 Cr,"₹10,833 /sqft",Ready To Move,"Check out this 4 bhk house for sale in laharpur, a popular residential locality that contains many of the in-Demand properties in bhopal. Containing 4 bedrooms, 4 bathrooms and 2 balconies, this independent house is spread over a super built up area of 2400 sq.Ft. The owner of the house also gets 1 covered and 1 open parking slot(s) to park their car safely. Another added advantage of this 5-10 years old house is that it is available for immediate possession. The type of ownership of this property is freehold. This independent house is available at an attractive price of 2.6 crore. This independent house is well equipped to meet all your water needs through access to borewell/tank and municipal corporation supply. This property faces the east direction.","Plot area 2400
(222.97 sq.m.)  
sq.ft.","4 Bedrooms , 4 Bathrooms, 2 Balconies","₹ 2.6 Crore
@ 10,833 per sq.ft. (Negotiable) View Price Details","Laharpur, Bhopal",2 Floors,5 to 10 Year Old,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",East,Main Road,
"8 Bedroom House for sale in Good Shepherd Colony, Bhopal","Good Shepherd Colony, Bhopal",₹2.2 Cr,"₹10,476 /sqft",Ready To Move,"Are you planning to buy your dream home? You can consider this well-Built 8 bhk house for sale in good shepherd colony, bhopal and make it your new address. The floor plan additionally contains 8 bedrooms, 6 bathrooms and 3 balconies. All in all, the independent house is spread over a super built up area of 2100 sq.Ft. There is 1 covered & 1 open parking available with this house. Being a ready to move house, you can expect immediate possession of this 1-5 years old property. The nature of ownership of this independent house is freehold. This independent house is available at an attractive price of 2.2 crore. Municipal corporation and borewell/tank provides a regular supply of water to this residential house. The residential house is north-Facing. The floor of this independent house is beautifully designed using marble flooring, giving it an alluring look.","Plot area 2100
(195.1 sq.m.)
Built Up area: 5000 sq.ft. (464.52 sq.m.)  
sq.ft.","8 Bedrooms , 6 Bathrooms, 3 Balconies with Pooja Room,Servant Room","₹ 2.2 Crore
@ 10,476 per sq.ft. (Negotiable) View Price Details","Good Shepherd Colony, Bhopal",2 Floors,1 to 5 Year Old,[],[],[],North,Park/Garden,
"5 Bedroom House for sale in Katara Hills, Bhopal",Pabble Bay Pahse 5,₹2.15 Cr,"₹9,347 /sqft",Ready To Move,Location __ pebble way phase 5,"Plot area 2300
(213.68 sq.m.)
Built Up area: 3600 sq.ft. (334.45 sq.m.)  
sq.ft.","5 Bedrooms , 5 Bathrooms, 2 Balconies with Pooja Room,Servant Room","₹ 2.15 Crore
@ 9,347 per sq.ft. (Negotiable) View Price Details","Pabble Bay Pahse 5
Katara Hills, Bhopal",3 Floors,0 to 1 Year Old,[],"['Private Garden / Terrace', 'Park']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",East,"Pool,Park/Garden,Club,Main Road",
"4 Bedroom House for sale in Saket Nagar, Bhopal","Saket Nagar, Bhopal",₹2.55 Cr,"₹10,625 /sqft",Ready To Move,Prime 2400 sqft land near aiims hospital ideal for redevelopment,"Plot area 2400
(222.97 sq.m.)  
sq.ft.","4 Bedrooms , 4 Bathrooms, 3 Balconies with Study Room,Pooja Room,Servant Room","₹ 2.55 Crore
@ 10,625 per sq.ft. (Negotiable) View Price Details","Saket Nagar, Bhopal",2 Floors,10+ Year Old,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",East,"Park/Garden,Main Road",
