pname,society,price_outer,price_per_sqft,possesion,description,Area,Configuration,Price,Address,Total Floors,Facing,Overlooking,Property Age,furnishing,features,ratings,Possession in
"6 Bedroom House for sale in Sehore Road, Bhopal",vagyashree vally,₹45 Lac,"₹4,090 /sqft",Ready To Move,"Wishing to settle down in an individual house with your family? This well-Built and spacious 6 bhk house for sale in vagyashree vally, bhopal seems to be an ideal choice for a peaceful abode for a family. Constructed on a super built up area of 1100 sq.Ft., this house comprises 6 bedrooms, 6 bathrooms and 2 balconies. Another added advantage of this 1-5 years old house is that it is available for immediate possession. The type of ownership of this property is freehold. The price of this spacious independent house is 45 lac.","Plot area 1100
(102.19 sq.m.)  
sq.ft.","6 Bedrooms , 6 Bathrooms, 2 Balconies","₹ 45 Lac
@ 4,090 per sq.ft. (Negotiable)","vagyashree vally
Sehore Road, Bhopal",2 Floors,,,1 to 5 Year Old,[],[],[],
"10 Bedroom House for sale in Ghora Nakkas, Bhopal","Ghora Nakkas, Bhopal",₹18 Lac,"₹1,000 /sqft",Ready To Move,A commercial independent house situated at kamali mandir road near bus stand and ghora niklaa,"Plot area 1800
(167.23 sq.m.)  
sq.ft.","10 Bedrooms , 4 Bathrooms, 2 Balconies","₹ 18 Lac
@ 1,000 per sq.ft. (Negotiable)","Ghora Nakkas, Bhopal",2 Floors,,,10+ Year Old,[],[],[],
"6 Bedroom House for sale in Nayapura, Bhopal",Fame Lalita Nagar,₹1.35 Cr,"₹9,000 /sqft",Ready To Move,Built on a commercial plot of 1500 sqft ie 30x50 ft on a 80 ft wide road in rajharsh society naya pura kolar on benazir govt college road . Located in market place both sides of road have shops plot located on main road leading to college .It has 2 shops built on ground floor 150 sq ft each costing approx 25 lacks each rental value of rs 8k each currently residential accomodation on ground floor on rent fetching rs10k p m and 1 st floor 2 parts let out on rent on 2 nd floor two family fetching rent of rs10 k municipal corporation water connection boring well on the house location near by educational college can be developed further by planned room construction into hostel accomodation. To fetch rental of rs50-60 k p.m,"Plot area 1500
(139.35 sq.m.)
Built Up area: 2200 sq.ft. (204.39 sq.m.)
Carpet area: 1500 sq.ft. (139.35 sq.m.)  
sq.ft.","6 Bedrooms , 3 Bathrooms, 2 Balconies","₹ 1.35 Crore+ Govt Charges & Tax
@ 9,000 per sq.ft. (Negotiable)","Fame Lalita Nagar
Nayapura, Bhopal",3 Floors,North,,10+ Year Old,[],[],[],
"5 Bedroom House for sale in Indus Towne, Bhopal","Indus Towne, Bhopal",₹40 Lac,"₹6,666 /sqft",Ready To Move,Urgent sell 600 sqft National highway property,"Plot area 600
(55.74 sq.m.)  
sq.ft.","5 Bedrooms , 3 Bathrooms, 1 Balcony","₹ 40 Lac
@ 6,666 per sq.ft. (Negotiable)","Indus Towne, Bhopal",2 Floors,,Others,5 to 10 Year Old,[],['Water Storage'],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",
"4 Bedroom House for sale in Raja Bhoj Airport Area, Bhopal","Raja Bhoj Airport Area, Bhopal",₹76.99 Lac,"₹7,819 /sqft",Ready To Move,With all permissions tncp rera approved Plot size - 25x40 Carpet area - 1800sq.Ft Super built up - 2000sq.Ft,"Plot area 984.6
(91.47 sq.m.)
Carpet area: 2000 sq.ft. (185.81 sq.m.)  
sq.ft.","4 Bedrooms , 4 Bathrooms, 1 Balcony","₹ 76.99 Lac+ Govt Charges & Tax
@ 7,819 per sq.ft. (All inclusive, Negotiable)","Raja Bhoj Airport Area, Bhopal",2 Floors,East,,0 to 1 Year Old,[],"['Private Garden / Terrace', 'False Ceiling Lighting', 'Water Storage', 'No open drainage around', 'Natural Light', 'Airy Rooms', 'Waste Disposal']",[],
"3 Bedroom House for sale in Airport Road, Bhopal","Airport Road, Bhopal",₹3.7 Cr,"₹13,703 /sqft",Ready To Move,"I am looking for buyer to purchase house/villa available for sale in airport road, bhopal. Available at price of rs 3.7 crores. It has plot area of 2700 sq ft. It has 3 bhk, 2 bathroom, 1 balcony.It is a power of attorney property","Plot area 2700
(250.84 sq.m.)  
sq.ft.","3 Bedrooms , 2 Bathrooms, 1 Balcony","₹ 3.7 Crore
@ 13,703 per sq.ft.","Airport Road, Bhopal",1 Floors,,,10+ Year Old,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",
"2 Bedroom House for sale in Bangrasia, Bhopal","Bangrasia, Bhopal",₹35 Lac,"₹5,833 /sqft",Ready To Move,"Connectivity to bhojpur, mandideep, bhopal main city. There is crpf camp within 500 meters range making it a perfect choice for renting out the first half separate portion of the house","Plot area 600
(55.74 sq.m.)
Built Up area: 1200 sq.ft. (111.48 sq.m.)
Carpet area: 600 sq.ft. (55.74 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 1 Balcony","₹ 35 Lac
@ 5,833 per sq.ft. (Negotiable)","Bangrasia, Bhopal",1 Floors,East,,1 to 5 Year Old,[],['Water Storage'],[],
"3 Bedroom House for sale in Ayodhya Bypass , Bhopal","Ayodhya Bypass , Bhopal",₹65 Lac,"₹8,125 /sqft",Ready To Move,Orchid green house newly constructed and near by park and all services available and ready to move,"Plot area 800
(74.32 sq.m.)  
sq.ft.","3 Bedrooms , 2 Bathrooms, 2 Balconies with Others","₹ 65 Lac
@ 8,125 per sq.ft. (Negotiable) View Price Details","Ayodhya Bypass , Bhopal",2 Floors,West,,10+ Year Old,[],['Park'],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",
"4 Bedroom House for sale in Kalapani, Bhopal",My City,₹55 Lac,"₹6,111 /sqft",Ready To Move,My city kala pani kola road d100,"Plot area 900
(83.61 sq.m.)
Carpet area: 1800 sq.ft. (167.23 sq.m.)  
sq.ft.","4 Bedrooms , 2 Bathrooms, 2 Balconies","₹ 55 Lac
@ 6,111 per sq.ft. (Negotiable)","My City
Kalapani, Bhopal",2 Floors,,,0 to 1 Year Old,[],[],[],
"4 Bedroom House for sale in Kalapani, Bhopal",My City,₹48 Lac,"₹5,333 /sqft",Ready To Move,4 bhk my city kala pani cooler road bhopal,"Plot area 900
(83.61 sq.m.)  
sq.ft.","4 Bedrooms , 2 Bathrooms, 2 Balconies with Others","₹ 48 Lac
@ 5,333 per sq.ft. (All inclusive)","My City
Kalapani, Bhopal",2 Floors,,,0 to 1 Year Old,[],[],[],
"10 Bedroom House for sale in Mandideep, Bhopal","Mandideep, Bhopal",₹82 Lac,"₹5,125 /sqft",Ready To Move,"I have a house/villa available for sale in mandideep, bhopal. Available at price of rs 82 lacs. It has plot area of 1600 sq ft. It has 11 bhk, 7 bathroom, 2 balcony.It is a freehold property","Plot area 1600
(148.64 sq.m.)  
sq.ft.","10 Bedrooms , 7 Bathrooms, 2 Balconies with Servant Room","₹ 82 Lac
@ 5,125 per sq.ft.","Mandideep, Bhopal",2 Floors,East,Main Road,5 to 10 Year Old,[],"['Water Storage', 'Visitor Parking']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",
"3 Bedroom House for sale in Ayodhya Bypass , Bhopal","Ayodhya Bypass , Bhopal",₹60 Lac,"₹7,500 /sqft",Under Construction,90% 3 bhk 800 sqft 1600 sqft,"Plot area 800
(74.32 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 2 Balconies with Pooja Room,Study Room","₹ 60 Lac
@ 7,500 per sq.ft. (Negotiable)","Ayodhya Bypass , Bhopal",2 Floors,East,"Park/Garden,Main Road",,[],"['Private Garden / Terrace', 'Water Storage']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",Jan 2026
"2 Bedroom House for sale in Shankracharya Nagar, Bhopal","Shankracharya Nagar, Bhopal",₹53 Lac,"₹3,533 /sqft",Ready To Move,Ccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,"Plot area 1500
(139.35 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 1 Balcony","₹ 53 Lac
@ 3,533 per sq.ft.","Shankracharya Nagar, Bhopal",3 Floors,,,10+ Year Old,[],[],[],
"1 Bedroom House for sale in Bypass Road, Bhopal","Bypass Road, Bhopal",₹32 Lac,"₹7,111 /sqft",Ready To Move,"We are proud owners of house/villa available for sale in bypass road, pilibhit. Available at price of rs 32 lacs. It has plot area of 450 sq ft. It has 1 bhk, 1 bathroom, 0 balcony.It is a power of attorney property","Plot area 450
(41.81 sq.m.)  
sq.ft.","1 Bedroom , 1 Bathroom, No Balcony","₹ 32 Lac
@ 7,111 per sq.ft.","Bypass Road, Bhopal",1 Floors,,,0 to 1 Year Old,[],[],[],
"2 Bedroom House for sale in Awadhpuri, Bhopal",Girnar Hills,₹35 Lac,"₹4,666 /sqft",Ready To Move,Propert at prime location of bhpal awadhpuri,"Plot area 750
(69.68 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 2 Balconies","₹ 35 Lac
@ 4,666 per sq.ft. (Negotiable)","Girnar Hills
Awadhpuri, Bhopal",2 Floors,,,1 to 5 Year Old    View Construction Status,[],[],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",
"3 Bedroom House for sale in Kolar Road, Bhopal","D-SECTOR,RAJVED COLONY",₹50 Lac,"₹5,625 /sqft",Ready To Move,"Are you planning to buy your dream home? You can consider this well-Built 3 bhk house for sale in kolar road, bhopal and make it your new address. The floor plan additionally contains 3 bedrooms, 2 bathrooms and 1 balcony. All in all, the independent house is spread over a super built up area of 800 sq.Ft. The owner of the house also gets 1 covered and 1 open parking slot(s) to park their car safely. Being a ready to move house, you can expect immediate possession of this 10 years old property. The nature of ownership of this independent house is freehold. By paying just 50 lac, you can become the proud owner of this independent house.","Plot area 800
(74.32 sq.m.)  
sq.ft.","3 Bedrooms , 2 Bathrooms, 1 Balcony with Pooja Room","₹ 50 Lac+ Govt Charges & Tax
@ 5,625 per sq.ft. (Negotiable)","D-SECTOR,RAJVED COLONY
Kolar Road, Bhopal",2 Floors,South,,5 to 10 Year Old,"['1 Bed', '1 Wardrobe', '1 Exhaust Fan', '2 Geyser', '1 Modular Kitchen', 'No AC', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Fan', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",['Waste Disposal'],"[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",
"3 Bedroom House for sale in Kolar Road, Bhopal",CI Estate,₹33 Lac,"₹5,500 /sqft",Ready To Move,"Property description:- Its a residential duplex Plot area 600 sq.Ft. Super built-Up area - 1150 Selling price- 33 lac. Bedroom 3 bedroom d/d kitchen , 2 balcony Bathroom 3 toilet Facing west Furnishing status un-Furnished Feature covered campus Mother teresa school -2.6 km J.K. Hospital 9.1 km D-Mart kolar -5.7 km Rani kamlapati railway station 15 km Isbt bus stand -15 km Location ci state Locality kolar road Brokerage - 2 % Property code -184 Note: For more properties you can see our whatsapp catalogue","Plot area 600
(55.74 sq.m.)
Built Up area: 1100 sq.ft. (102.19 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 1 Balcony
View Floor Plan","₹ 33 Lac
@ 5,500 per sq.ft. View Price Details","CI Estate
Kolar Road, Bhopal",2 Floors,West,,5 to 10 Year Old,[],"['Feng Shui / Vaastu Compliant', 'Park', 'Security Personnel']","[{'': ''}, {'': ''}, {'': ''}, {'': ''}]",
